id;first_name;last_name;matches;goals;wins;age
5;Timmi;Denyukhin;81;51;100;56
29;Casie;Humber;41;47;35;17
55;Homerus;Bettles;61;76;98;66
22;Larine;Ughini;31;99;81;3
94;Linda;Pettisall;38;33;24;39
91;Abbey;Waldrum;50;27;75;9
77;Dion;Frane;32;83;61;5
42;Candra;Dimock;48;78;47;50
39;Norina;Prinn;30;16;8;65
99;Rana;Pert;35;46;11;68
74;Gradey;Simms;14;36;67;91
46;Pennie;Cockell;89;33;81;80
75;Jareb;Durnian;37;69;72;31
43;Gabriella;Anthoney;16;43;69;98
72;Brook;Maffeo;97;73;35;72
82;Meghann;Philcox;39;41;87;48
97;Jodie;Keneforde;30;67;89;64
54;Latashia;Glayzer;82;21;57;40
43;Sadella;Siely;47;92;12;51
27;Pasquale;Challenor;53;13;98;24
55;Di;Gwynn;88;99;92;34
50;George;Stalf;48;11;48;30
77;Kevin;Rawdall;48;94;10;66
1;Kalinda;Lowthorpe;68;33;57;48
80;Tyson;Bindin;63;44;57;39
65;Meggi;Gotling;42;29;80;55
32;Freddie;Batalle;77;87;72;52
65;Calla;Casey;3;85;42;77
56;Dwayne;Tourle;74;56;68;92
77;Lucille;Froggatt;81;13;41;83
73;Becki;Bulch;66;81;56;86
72;Bernard;Ahern;39;9;13;31
29;Jenny;Cheales;31;15;43;15
73;Christina;Maisey;89;39;21;77
85;Bonnibelle;Masselin;1;86;34;30
53;Yelena;MacCarter;40;57;78;75
21;Clarance;Fleay;88;99;84;77
5;Abra;Landman;66;95;1;68
94;Reube;McKniely;93;6;14;49
94;Jennilee;Van den Oord;66;92;28;24
76;Sofie;Spendlove;17;95;55;85
100;Mildrid;Saing;81;76;33;77
79;Janean;Bracken;32;78;49;70
77;Helsa;Haime;89;8;1;97
64;Pen;Pearle;36;33;24;74
84;Natka;Mila;79;41;80;8
70;Frans;Brenneke;68;47;19;73
7;Augustin;Peotz;7;75;38;7
54;Gennie;Legion;89;58;84;66
83;Prent;Petschel;27;59;22;100
42;Morena;Castangia;38;30;32;92
97;Ulrike;Beisley;55;71;2;80
25;Arch;Yerrell;26;9;55;28
21;Haleigh;Bamfield;100;83;29;46
61;Sher;Gianettini;46;64;25;69
4;Leeann;Brimm;24;67;23;39
5;Keen;Karppi;71;78;2;40
19;Terry;Riley;65;25;2;79
95;Irena;Leyband;2;75;50;90
3;Lawrence;Allanson;100;96;45;20
1;Marysa;Basnall;51;16;20;75
82;Linell;Fidian;57;23;34;8
53;Maybelle;Spackman;71;40;63;14
28;Reggi;Heymes;61;22;90;47
46;Aurelea;Westall;87;28;96;7
12;Alastair;Harbor;100;38;91;92
71;Tremain;Wigginton;74;28;55;33
98;Adah;Lazenby;22;71;58;40
67;Zerk;Rotte;62;66;86;13
19;Marilin;Oulet;97;10;16;11
2;Sabra;Eloy;77;78;98;70
30;Gae;Cronk;24;58;41;45
82;Vanya;Pyett;51;19;54;45
59;Jeramey;MacFadzan;58;80;13;76
10;Suki;Langsdon;98;61;45;9
80;Bell;Stanlick;65;4;61;37
48;Stephana;Aires;69;60;88;99
88;Etty;Cawston;61;71;83;73
65;Dulciana;Lavender;58;11;38;78
66;Quintana;Gilfillan;39;13;86;29
60;Karyn;Tomaszczyk;73;3;48;14
92;Kipper;Lorman;9;70;73;86
75;See;Wainscot;61;95;74;35
81;Karl;Dickinson;92;39;69;88
89;Yves;Leemans;65;77;17;84
91;Thaine;Dadson;27;79;14;57
100;Isabel;Bitcheno;82;36;26;18
54;Corabelle;Boston;8;77;31;83
17;Marna;Humblestone;79;62;40;27
87;Sullivan;MacRannell;6;83;71;92
90;Joleen;De'Vere - Hunt;64;16;21;77
59;Gabe;Worssam;30;34;8;67
100;Danni;Tembey;3;8;48;98
72;Sheelah;Iacovozzo;43;31;56;62
38;Shari;Stevani;33;97;65;32
6;Cornie;Broadbear;85;69;21;38
32;Riannon;Terrell;81;91;71;8
91;Paxton;Hasker;83;9;13;7
16;Joline;D'Adda;42;92;97;59
95;Issy;Crowley;17;7;80;79
50;Arlana;Beszant;98;42;33;83
93;Crichton;Bouzan;75;99;98;11
91;Cissiee;Saintsbury;98;14;12;17
33;Patrizio;Hurley;90;52;27;97
8;Margret;Ansley;46;12;80;25
90;Fannie;Dalgetty;16;75;90;21
91;Myrtia;Punch;92;4;71;47
40;Fancie;Poole;91;13;1;68
17;Stearn;Meachan;69;45;32;93
12;Engracia;Van der Mark;53;8;37;64
78;Kareem;Stoyle;72;100;98;94
55;Clemmie;Shrive;14;16;26;38
56;Banky;Tregale;41;64;51;40
79;Mufi;Brozek;81;13;30;18
56;Audy;Pedrocco;82;68;15;7
43;Ross;Cleveley;87;61;87;33
45;Alric;Baszniak;64;76;32;98
15;Carri;Gert;78;73;37;96
86;Guilbert;Dorton;29;47;41;96
41;Dulci;Illsley;57;64;70;9
38;Sebastiano;Van Eeden;69;81;34;49
72;Emmery;Raccio;10;92;86;98
86;Anetta;Perrott;95;31;39;99
37;Silvie;Roulston;87;5;8;66
70;Kalila;Sweed;35;60;32;13
86;Kym;Ply;93;54;87;45
28;Marianne;Goucher;33;93;91;16
20;Gerianne;Plumridege;47;62;33;93
78;Rodolph;Innott;80;61;62;2
50;Aili;Lodeke;4;100;60;89
42;Dori;Grummitt;25;25;47;84
11;Bridget;Pask;41;42;80;84
91;Jessalyn;Addinall;60;18;92;1
72;Sukey;Osbourn;38;19;25;75
75;Seth;Bowshire;78;54;96;72
16;Cami;Nursey;51;67;95;23
67;Shae;Lean;94;56;79;93
5;Tammara;Dayborne;64;27;91;56
87;Mac;Matityahu;31;35;77;95
91;Melania;Insko;90;59;84;25
31;Vinny;Spellman;70;59;16;48
41;Jereme;Thebe;73;65;56;35
19;Eduard;Crouch;36;51;57;71
85;Juan;Pulford;93;13;35;12
51;Farah;Twinbrow;82;45;57;29
90;Halley;Draayer;2;38;94;40
65;Terrie;Paolo;19;83;65;62
93;Bekki;Wane;74;20;100;42
100;Putnem;Unwin;43;73;89;83
21;Winnifred;Simonetto;57;71;36;92
90;Virgina;Crutchley;21;58;84;34
63;Derron;Dolligon;57;53;74;82
99;Marlow;Hilary;28;60;68;9
64;Bryant;Feaster;62;79;49;10
63;Brigg;Milne;16;27;92;84
97;Johnath;Pottage;31;71;51;79
2;Koressa;Crusham;88;59;93;69
92;Crissie;Wooton;63;18;81;98
58;Davidde;Shemwell;78;69;91;57
25;Janelle;Askwith;19;73;62;90
85;Abram;Rivenzon;12;37;47;20
49;Anna-diana;Bellhouse;13;57;53;75
84;Korney;O'Sheilds;64;23;21;9
43;Chaunce;Goly;8;4;35;31
90;Jori;Hanne;81;88;12;48
25;Van;Jerisch;68;67;41;29
42;Orren;Dimitriades;1;24;50;17
40;Harlin;Beecham;90;36;15;76
88;Leonore;Pendry;65;77;24;79
46;Haroun;Conyer;95;67;47;51
73;Lucienne;Grooby;30;13;66;37
25;Evy;Duxbury;94;80;91;6
9;Tomas;Morgan;63;12;11;32
34;Martita;Tettley;90;50;97;42
72;Ronnie;Fahy;57;41;43;37
40;Rakel;Vedstra;5;47;93;64
17;Shina;Dyos;11;3;44;45
46;Gradey;Morin;61;39;41;82
47;Danella;Milkeham;9;19;85;43
68;Drusilla;McOnie;51;29;4;75
64;Suzi;Branthwaite;71;16;46;7
1;Avrit;Broinlich;16;86;95;2
34;Tadd;Tackell;5;7;32;34
36;Missie;Savery;56;90;19;19
90;Vale;Corssen;8;6;52;43
43;Genvieve;Cosgreave;74;76;83;17
54;Hilly;Newcom;19;32;94;95
41;Haze;Perillo;64;58;65;81
46;Gabie;Wind;27;53;31;51
67;Lillian;Clingan;42;50;8;17
81;Hadrian;Feldman;2;74;7;7
9;Nata;Baumber;15;74;86;99
9;Kathye;Nicholes;68;57;53;95
45;Armin;Ovill;15;46;54;50
69;Cilka;Dibbe;95;85;98;33
2;Laurena;Upcraft;36;46;34;19
18;Elga;Biddleston;15;29;71;94
62;Cheston;Gloyens;41;13;23;88
45;Darrell;Pethrick;38;99;1;99
77;Flossy;Goor;59;99;40;12
79;Milton;Blas;9;53;40;8
52;Alison;Coare;13;6;41;85
6;Kirby;Immins;83;81;77;14
32;Clair;Seally;53;13;51;5
41;Rowen;Keyhoe;98;92;3;95
81;Carleen;Meritt;1;23;73;6
26;Ameline;Skilling;100;90;70;41
25;Cornelia;Saggers;4;94;32;95
15;Mahmoud;Esslement;40;58;42;3
67;Candide;Lambarth;55;47;22;86
16;Otha;Pretty;70;59;69;99
42;Bertie;Stoeckle;43;75;5;73
10;Aubrette;Emmert;92;28;22;17
97;Gabey;Ravel;16;74;74;62
1;Hill;Capner;52;17;75;28
11;Frasier;Hunnawill;90;5;10;44
39;Yuma;Cradduck;3;96;27;65
43;Ofelia;Esmead;63;43;66;65
19;Wendy;Cornes;52;56;28;61
73;Hardy;Duggen;52;15;34;97
64;Jolynn;Bill;49;65;91;41
34;Addia;Carlin;99;5;32;81
62;Conant;Hayle;52;61;54;66
50;Kristo;Dacre;2;33;95;54
40;Katrine;Jeafferson;84;35;69;85
74;Jennette;MacCafferky;82;41;7;98
7;Nona;Gisburne;67;9;62;61
61;Clementius;Mellmoth;79;100;93;35
12;Gretel;Triggle;31;22;76;60
42;Lu;O'Connolly;31;56;33;1
23;Bailie;Baggs;60;68;78;85
75;Roderic;Medforth;39;78;53;32
66;Ramsey;Todarini;40;93;10;40
64;Lindsey;Minto;67;92;12;16
3;Tam;Mulvin;15;67;38;35
42;Eduard;Dutch;56;36;90;80
66;Faith;Piatek;54;29;41;43
50;Neal;Hatrick;30;27;3;55
1;Janessa;Browncey;17;66;11;27
65;Stanislas;Bastow;98;75;99;73
6;Merell;Ray;60;38;57;5
16;Davida;Keysall;35;39;63;11
1;Pavla;Coxwell;66;11;19;87
32;Trude;Kerins;14;86;7;54
98;Gerry;Veljes;65;60;11;73
11;Aloise;Maccaig;39;29;58;87
6;Maurine;Dossetter;87;33;44;88
84;Nani;Widdowes;64;55;2;62
52;Xylia;Van der Linde;61;19;59;58
45;Aida;Itzkovitch;13;83;29;77
1;Jolie;Butterwick;69;37;61;45
54;Rossie;Dimitriou;85;2;63;37
86;Ernestus;Ennals;45;98;94;32
25;Kamillah;Ladell;68;48;21;87
40;Bern;Priden;25;51;61;20
57;Hulda;Penhale;73;78;68;63
74;Emlen;Shillinglaw;20;29;19;17
82;Gretna;Shand;66;89;92;55
25;Lavinia;Sowle;45;92;35;20
23;Will;Astle;11;10;58;16
42;Sarita;Castagnaro;85;44;79;40
30;Alejoa;Kingscote;67;13;36;56
51;Fletch;Kraut;25;27;42;81
58;Hedda;Wais;17;3;85;51
1;Luca;Domelow;5;32;100;99
82;Andonis;Sowle;90;53;38;83
52;Yuri;Gillespey;57;48;10;50
91;Elton;Vinck;65;67;16;77
17;Stefa;Nazaret;3;87;83;6
60;Gretal;Manton;69;48;56;91
57;Rocky;Robley;11;6;58;70
94;Ruthi;Grestie;19;20;40;83
99;Hillie;Whitesel;94;48;25;83
75;Prentice;Brabant;14;52;59;6
66;Dorian;Wellbank;10;17;32;11
25;Yvor;Crispin;96;90;4;77
12;Leonidas;Fassbindler;21;22;41;36
74;Nissa;Shepherdson;72;65;38;3
61;Elmira;Najara;8;9;84;37
97;Vassili;Bartod;70;20;92;43
56;Sayres;Sneath;36;73;85;11
82;Israel;Curdell;3;42;38;17
31;Klarika;Shaylor;9;31;38;54
66;Thomasa;Van Vuuren;9;72;58;85
97;Torry;Ribbens;5;25;76;45
45;Ula;Coggan;100;61;56;67
49;Karlotte;Philipsohn;49;11;61;39
12;Dorian;Agius;5;47;28;89
92;Nero;Dupey;96;19;22;78
10;Dorine;Hamp;5;82;68;53
1;Osbourn;Weeke;30;59;57;32
57;Simonne;Tomankiewicz;79;26;80;3
59;Wernher;McMenemy;26;72;21;58
19;Hobey;Steckings;61;47;90;29
46;Deborah;Pedrollo;68;52;12;98
27;Zora;Rushbrooke;72;62;32;65
49;Leeann;Anderton;61;88;69;34
2;Domeniga;Lethem;11;2;19;14
64;Kearney;Koche;45;18;31;88
92;Con;Cockton;75;96;59;62
98;Barny;Delf;40;40;5;51
91;Jonas;Balderson;45;5;53;80
45;Vanni;Wilkin;40;49;66;65
89;Arluene;Wayvill;33;73;34;17
18;Laurene;Coltman;69;44;82;4
35;Stella;Sherwill;4;96;11;99
87;Angele;Lewsley;96;56;53;11
56;Burton;Blagden;97;49;33;58
65;Zorina;Agglione;15;39;13;78
46;Shadow;Mawdsley;92;36;43;91
51;Jordon;Malser;59;79;99;58
95;Allayne;Lockey;91;44;84;13
55;Elston;Filippi;44;27;67;54
96;Hedvig;Westmoreland;8;70;69;33
12;Tish;Liddiatt;70;49;96;37
16;Brok;Ghione;33;72;64;100
83;Elden;Winchurch;42;74;36;88
56;Gavin;Battill;57;99;68;95
4;Damara;Minichi;46;8;3;37
68;Katherine;Wagnerin;55;71;9;91
12;Althea;Salliere;4;86;83;20
17;Kamila;Patron;34;71;82;19
78;Bonnibelle;McClaurie;92;52;26;20
23;Marnie;Spenceley;35;48;93;27
30;Flo;Janczak;8;68;85;18
99;Slade;Stammirs;91;19;58;60
26;Cathrin;Clemerson;76;44;75;65
95;Cloris;Piccard;4;64;100;89
94;Thorsten;Ibeson;10;61;80;64
50;Edi;Kobes;33;14;26;81
82;Keary;Longland;48;5;1;33
69;Mag;Jillard;36;53;2;99
33;Myles;Puleque;12;43;3;51
46;Konrad;Gallienne;52;91;99;2
84;Franky;Tisor;98;23;81;1
47;Briggs;Stayte;6;61;92;8
46;Pat;Peile;59;97;75;77
66;Alissa;Ranner;1;2;58;87
59;Aurore;Kid;58;95;64;37
91;Holly;Hagger;20;87;92;38
61;Rodd;Bugby;69;32;27;99
79;Sauncho;Leggen;52;61;83;45
72;Mikel;Dewar;86;10;64;53
10;Brunhilda;Wilson;31;97;51;7
1;Armstrong;Siuda;49;66;28;81
46;Shell;Pascall;35;69;21;97
49;Lincoln;Eliasson;94;58;22;54
5;Barbabas;Winger;96;76;89;39
78;Blakelee;Alldritt;70;97;23;40
4;Ursala;Domokos;11;50;18;94
48;Suellen;Topley;9;93;40;10
48;Charley;Leithgoe;39;37;37;32
38;Lucinda;Swetman;26;50;60;71
71;Wilburt;Rodson;60;83;12;82
94;Meridel;Siggs;3;67;35;50
31;Idalia;Gepson;63;28;31;65
66;Wilmette;Gallatly;37;55;2;3
16;Robby;Ingrey;22;99;82;97
4;Alphard;Stables;1;88;95;60
84;Hayyim;Weetch;36;48;21;25
28;Jaquelin;Geill;93;46;83;51
33;Erinn;Tawn;60;63;88;80
37;Petra;Glasheen;84;100;77;96
27;Almeda;Perett;55;93;48;56
38;Berte;Ounsworth;12;74;90;52
28;Stace;Rozec;20;4;12;65
77;Kinnie;Basek;3;91;75;7
47;Homere;Harbertson;73;44;64;94
53;Culver;Fillimore;6;35;78;30
69;Hillyer;Klimkov;62;42;86;76
81;Kain;Waterstone;40;43;13;53
37;Bary;McGinty;60;4;28;2
8;Zacharia;Walby;54;67;74;38
19;Karia;Segoe;23;51;83;10
46;Karlyn;Orchart;80;28;75;5
60;Jermain;Speare;100;74;81;36
58;Buffy;Powland;13;65;30;96
100;Dicky;Boulton;52;94;5;38
42;Drusi;Buterton;26;65;52;6
98;Caldwell;Boultwood;8;23;20;71
36;Demetre;Mundford;88;93;58;94
14;Corbin;Pettyfer;61;26;15;55
3;Antonio;Mumm;34;89;59;83
49;Codi;Southerns;66;35;41;58
49;Kellen;Wolstenholme;61;96;93;17
48;Aleta;Greenway;13;59;26;22
18;Charyl;Busk;4;100;3;33
6;Juanita;Capaldo;66;73;10;22
99;Giacobo;Moulster;7;97;72;40
42;Leese;Trewinnard;68;60;51;59
60;Frans;Patridge;43;10;53;100
15;Anselm;Jayme;60;96;81;36
85;Gwenette;Hostan;38;44;82;3
98;Sydelle;Blowne;66;4;16;19
82;Alexis;Oldrey;30;61;13;75
3;Fielding;Pobjoy;28;87;83;80
48;Rogerio;Zorro;38;38;54;26
58;Lefty;Konke;41;86;90;96
76;Rey;Allsopp;67;94;27;67
13;Valenka;Cuncliffe;59;18;24;97
14;Madelene;Bensley;25;88;92;90
83;Derril;Eisold;99;98;90;28
99;Miltie;Fludder;86;30;2;47
42;Aimil;Fayers;98;92;3;31
85;Camile;Juster;80;49;25;47
84;Gisella;Broomfield;74;64;52;75
28;Leigh;Dogg;20;91;82;65
12;Page;Rimmer;72;42;71;17
98;Gavra;Presslie;4;74;18;67
89;Gerri;Wrixon;63;95;73;7
69;Ansley;Beardow;61;9;86;49
20;Barnaby;Drowsfield;25;86;59;97
55;Reeva;Hentzer;19;28;82;77
56;Yurik;Titlow;29;73;48;82
53;Remus;Royds;89;2;26;31
61;Geoffry;Moulsdale;6;62;57;86
77;Sidonnie;Katte;17;73;62;36
86;Ashlie;Leport;35;5;78;27
63;Margarethe;Calley;93;68;57;15
8;Rich;Heitz;16;39;57;22
6;Violante;Devorill;7;21;49;24
33;Kimmy;Tyzack;69;57;50;14
89;Jessika;Gaythorpe;62;64;22;76
27;Kit;Slyne;82;43;43;41
13;Chris;MacTeggart;98;49;70;78
27;Hedvig;Rothermel;84;20;79;97
49;Henrie;Bozworth;52;15;8;5
36;Chrotoem;McCafferky;58;97;62;54
20;Chaim;Mullins;97;29;88;62
15;Lev;Parnaby;37;71;19;62
27;Lammond;Embery;49;99;4;12
78;Andros;Atwill;44;30;36;98
100;Cesaro;Loyley;50;78;50;96
48;Dee dee;Gerardot;72;19;1;16
85;Leonerd;Kunath;63;75;70;50
5;Pru;Pate;41;38;88;47
87;Anneliese;Burdon;69;68;44;14
82;Lorilee;Roscow;26;47;90;68
75;Nicola;Rawle;27;20;38;90
95;Winona;Valentetti;2;40;16;55
40;Verla;Seeds;44;81;47;38
42;Cecilia;Brayne;87;18;65;9
25;Frannie;Marchi;14;50;51;36
10;Hamil;Canceller;82;34;31;71
23;Terrie;Wenger;42;89;51;62
16;Esra;Stendell;48;85;99;78
79;Adrianne;Wagstaff;69;22;80;89
32;Robina;Doe;73;47;67;50
10;Gaby;Mawhinney;3;7;40;23
10;Hyacinthia;Clowsley;3;65;67;82
41;Rhett;Hardistry;61;87;45;59
65;Lon;Castellet;20;82;4;95
88;Filmore;Allberry;7;100;90;26
9;Hillie;Pinwell;46;86;89;58
61;Ezmeralda;O' Dooley;51;67;32;11
49;Ingrid;Collard;63;12;44;86
65;Allayne;Geipel;1;4;24;79
94;Sisile;Colleton;61;42;96;65
60;Timi;Blesdill;52;68;62;7
12;Hermine;Foskin;25;12;63;30
94;Barnabe;Mullinder;24;36;57;3
39;Maxim;Defau;86;85;16;38
89;Rose;Timblett;3;54;84;66
69;Verge;Barlass;91;40;16;94
97;Mirabelle;McCole;96;12;87;62
2;Constancia;Langwade;71;83;85;25
85;Suzette;Sliney;38;82;44;57
19;Carmelle;Preshaw;26;62;51;30
52;Jo-ann;Caso;87;80;43;6
40;Gustie;Houten;72;75;81;77
40;Edie;Baskwell;66;66;39;49
69;Vivi;Towhey;66;28;46;19
15;Jillane;Larratt;15;51;94;3
30;Fae;Bowery;86;37;44;100
18;Piggy;Jent;70;22;35;30
23;Isacco;Brangan;48;62;91;80
6;Ferd;Caine;18;12;31;23
6;Alikee;Whittuck;67;87;71;67
80;Iosep;Bauchop;18;14;91;91
61;Dulce;Woolmer;23;39;14;34
80;Clifford;Hastin;7;26;65;34
73;Wenona;Lockey;14;60;71;47
14;Elayne;Romans;80;94;69;66
66;Orren;Brimley;33;1;41;48
19;Georg;Drew;48;100;13;90
72;Lorraine;Shee;52;86;84;12
56;Rooney;Emm;94;27;46;24
10;Hubey;Golagley;5;12;67;93
78;Carlen;Chiene;17;83;52;92
79;Jaquelin;Maryan;82;16;46;34
60;Boyd;Canape;22;70;11;67
52;Hobart;Goodbar;27;99;30;59
5;Crichton;Stanyard;88;13;76;55
17;Maxie;O'Grogane;83;62;82;55
20;Zelig;Jirek;55;75;56;36
26;Jozef;Gianneschi;44;94;94;53
64;Barnebas;Monnelly;64;92;94;99
20;Tiffany;Evangelinos;74;15;84;6
11;Martie;Rawlins;18;80;15;12
23;Tades;Bonsul;61;81;13;100
32;Elita;Hockell;52;52;6;40
48;Andreana;Verling;14;98;87;58
63;Jerrie;Olivetta;38;53;21;38
1;Natal;Elfitt;31;14;65;5
57;Idaline;Mitkin;12;67;57;85
94;Karine;Caldicott;78;86;54;21
96;Eryn;Muldrew;21;36;39;59
95;Jana;Gittings;95;97;14;58
96;Fina;Bourdel;51;49;93;16
27;Freeman;Bordessa;80;57;63;52
44;Reilly;Hollows;99;94;34;40
54;Carmina;Crayton;10;50;50;95
47;Marlie;Brundrett;99;9;68;82
28;Nevil;Cuolahan;13;68;64;2
53;Sim;Franzotto;88;69;34;69
8;Lindi;Renner;1;79;7;15
84;Nessie;Coe;50;82;73;12
73;Amabelle;Lavielle;75;29;70;11
24;Teresina;Snedden;48;82;94;33
21;Gwendolin;O'Keaveny;16;89;12;90
75;Leo;Khomin;90;83;20;53
92;Benjie;Bartozzi;57;63;25;24
64;Maddie;Ladewig;7;66;54;23
18;Brina;Spencers;14;33;75;71
26;Chucho;McCree;58;83;78;3
14;Filmer;Jacobsohn;78;37;81;24
44;Alphard;Clemenzi;49;60;11;98
78;Cassie;Planks;34;71;9;41
72;Glyn;Langlais;78;74;82;19
42;Selby;Gonnelly;17;65;52;69
53;Gill;Easseby;10;63;67;93
30;Amery;Demschke;60;38;87;55
85;Consuela;Happer;89;48;17;42
1;Mariquilla;Vankin;75;2;67;75
41;Helenka;Terrans;90;11;36;28
16;Sigismund;Bonham;70;48;39;25
61;Merry;Shambroke;20;36;90;68
4;Chase;Siemens;23;70;73;38
86;Kilian;Blew;22;36;92;7
88;Dewitt;Carn;70;96;94;37
5;Ludvig;Dellow;2;54;45;17
26;Mathe;Dillintone;36;1;61;4
21;Holden;Yoslowitz;26;8;5;96
10;Aurelie;Feckey;73;74;14;24
13;Rolland;Vokes;29;15;40;11
33;Sherye;Tivenan;68;97;12;39
35;Orelie;Stutely;10;9;49;31
25;Marlyn;Udden;34;72;65;4
61;Delaney;Ruddom;25;22;53;45
88;Tybi;Schneidau;96;5;39;24
